,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
302319,2019-05-27 05:38:59,377113842678100,fraud_Koepp-Witting,grocery_pos,156.41,Billy,Gallagher,M,673 Delgado Burg,Greenwich,NJ,8323,39.4055,-75.3209,804,Insurance risk surveyor,1965-03-25,d7711008e1cd19e2e951a2fb2c9f079d,1338097139.0,39.829357,-75.09470300000001,0.0
270002,2019-05-13 14:32:16,6011360759745864,fraud_McKenzie-Huels,food_dining,40.44,Steven,Williams,M,231 Flores Pass Suite 720,Edinburg,VA,22824,38.8432,-78.6003,6018,"Designer, multimedia",1947-08-21,604eaca1d2c064fc6176bc651a0a4b3c,1336919536.0,39.296077,-77.970739,0.0
467698,2019-07-25 12:03:45,4587577161160601,fraud_Kautzer and Sons,personal_care,14.51,Tina,Lawrence,F,12444 Jacob Pines,Nobleboro,ME,4555,44.0943,-69.4828,1643,Financial trader,1976-04-12,2caabb9f73d467ffbf71927da51173a4,1343217825.0,44.397969,-68.89745500000001,0.0
272933,2019-05-15 01:06:12,3598304579370089,fraud_Hintz-Bruen,grocery_net,63.94,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,8b6ab362b919b75271f3ce7ab9427933,1337043972.0,37.000802,-96.783287,0.0
142106,2019-03-18 04:04:00,502049568400,fraud_Barrows PLC,shopping_pos,4.43,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,d7ae085273edd6bebdf9488f098ee0a3,1332043440.0,42.425589,-72.605335,0.0
18101,2019-01-11 21:38:44,2720433095629877,fraud_Schmidt and Sons,shopping_net,8.36,Mark,Wood,M,854 Walker Dale Suite 488,Bowdoin,ME,4287,44.0575,-69.9656,3224,"Engineer, electronics",1997-08-22,0277c35cc90598ecc45314b54f8d8b16,1326317924.0,43.36135,-69.692319,0.0
248547,2019-05-04 18:37:29,4239436242473,"fraud_Altenwerth, Cartwright and Koss",shopping_net,5.38,James,Leon,M,826 Benjamin Stravenue,Alexandria,VA,22311,38.832,-77.12,321490,"Scientist, biomedical",1991-10-04,f95d1320a1a74ae393cbffe0271de2b0,1336156649.0,39.516159,-77.567472,0.0
158534,2019-03-25 09:58:16,30197398657930,fraud_Bailey-Morar,grocery_pos,187.3,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,3c6372ab1b01a2f9216d7733d186d3fc,1332669496.0,35.831543,-79.186799,0.0
141897,2019-03-18 02:11:45,4181833256558613886,"fraud_Johnson, Runolfsdottir and Mayer",misc_net,2.56,Jessica,Potter,F,7600 Stephen Course Suite 031,Red River,NM,87558,36.6659,-105.4694,606,"Surveyor, land/geomatics",1988-09-06,bca86044609b4972178f4ec0cf69ac75,1332036705.0,35.857662,-105.368324,0.0
121831,2019-03-09 17:17:46,213153151785052,"fraud_Turcotte, Batz and Buckridge",health_fitness,19.39,Rebecca,Conley,F,181 Moreno Light Apt. 215,Tomahawk,WI,54487,45.4963,-89.7273,9594,Seismic interpreter,1997-11-23,a56c80a07ac278c23b4b0a7b98a8e44e,1331313466.0,46.375154,-88.989813,0.0
439563,2019-07-15 01:08:29,5580563567307107,"fraud_Streich, Dietrich and Barton",shopping_net,93.52,Stanley,Dickson,M,078 Alex Fields,Smock,PA,15480,39.9961,-79.7678,1946,Charity fundraiser,1990-06-21,54911cedeb1762d891904644dd70d80f,1342314509.0,40.255114,-79.91264,0.0
170319,2019-03-31 01:38:58,378858024506425,"fraud_Tillman, Dickinson and Labadie",gas_transport,78.22,Debra,Eaton,F,72743 Brian Run,Paradise Valley,AZ,85253,33.5494,-111.9565,17047,Building surveyor,1935-01-29,83e2d4366e7a52f7e838ee6bf6dcc54a,1333157938.0,33.048287,-111.802542,0.0
284955,2019-05-20 09:37:19,3559679414981506,fraud_McGlynn-Heathcote,misc_net,84.48,Olivia,Stephenson,F,292 Cassidy Oval,Lowville,NY,13367,43.7893,-75.4156,8830,Theme park manager,1991-03-29,fa72ccd17c233347054631a3a3620bfb,1337506639.0,44.233937,-74.92388000000001,0.0
375184,2019-06-22 16:08:05,3540210836308425,fraud_Bednar Inc,travel,577.45,Steven,Yoder,M,94975 David Mews Apt. 316,Summerfield,TX,79085,34.7437,-102.5064,53,Fisheries officer,1992-06-19,490727f4c1ec28e8bf2ec7b15c14fe44,1340381285.0,33.836053,-102.897682,0.0
30323,2019-01-19 00:49:44,2712209726293386,fraud_Wiza LLC,misc_pos,37.77,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,44b425597462007bc314b908e441c458,1326934184.0,30.904985,-90.586124,0.0
496832,2019-08-04 14:42:14,3576021480694169,fraud_Thompson-Gleason,health_fitness,82.72,Dawn,Gray,F,9486 Joel Common Suite 554,Topeka,KS,66618,39.1329,-95.7023,163415,Secondary school teacher,2004-12-30,e820d360f7809926f6e1deb262a13b90,1344091334.0,38.432075,-96.173237,0.0
38815,2019-01-23 12:44:13,180042946491150,fraud_Schimmel-Olson,kids_pets,60.75,Charles,Robles,M,3337 Lisa Divide,Saint Petersburg,FL,33710,27.7898,-82.7243,341043,"Engineer, land",1989-02-28,de9bbd775bcca624f56abfd434b48594,1327322653.0,27.009294,-82.659554,0.0
73963,2019-02-12 21:20:10,213148039875802,"fraud_Durgan, Gislason and Spencer",home,14.07,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,928494117ae648516258a93bbbecdc67,1329081610.0,26.971184,-81.805693,0.0
325607,2019-06-04 09:37:59,4681699462969,fraud_Mraz-Herzog,gas_transport,52.89,Joseph,Gonzalez,M,319 Wendy Fort Suite 179,Murfreesboro,TN,37132,35.8596,-86.421,158701,"Journalist, newspaper",1978-03-06,bd91786203b3edc24947df260ba0177d,1338802679.0,36.675445,-86.529041,0.0
371867,2019-06-21 12:54:42,3586008444788268,"fraud_Hettinger, McCullough and Fay",home,45.9,Crystal,Fuller,F,000 Jennifer Mills,Issaquah,WA,98027,47.4974,-122.0107,50489,Osteopath,1984-02-29,8aa9640f3e3946c1e26482575744a994,1340283282.0,46.924742,-122.987278,0.0
224263,2019-04-23 05:32:19,343819048608995,"fraud_Raynor, Feest and Miller",gas_transport,65.33,Shelby,Cannon,F,1535 Ryan Burgs Suite 919,Des Moines,IA,50312,41.5855,-93.6719,222785,Wellsite geologist,1956-01-24,8710f47b63822593bc88ca0988810d6a,1335159139.0,41.746842,-93.924173,0.0
141512,2019-03-17 23:09:17,2720894374956739,fraud_Little-Gleichner,travel,2.72,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,f3d1c3c5f0e7d6b74fd75b7b0b592f6e,1332025757.0,42.399028,-82.258627,0.0
14062,2019-01-08 20:57:55,36913587729122,"fraud_Weber, Thiel and Hammes",kids_pets,23.37,Ana,Mccormick,F,4503 Patricia Route,Meridian,ID,83646,43.6498,-116.4306,84106,Intelligence analyst,1971-02-11,decf2cebfd53bfa2be262101b8692df9,1326056275.0,44.018277000000005,-117.374547,0.0
111018,2019-03-04 10:25:30,3529597810116815,fraud_Mraz-Herzog,gas_transport,63.63,Pamela,Curtis,F,8969 Fuentes Station Apt. 291,Mill Creek,PA,17060,40.4679,-77.8967,1334,Archaeologist,1986-12-17,cd17618f40f452de9376d9d972c2e993,1330856730.0,39.550687,-77.735954,0.0
477995,2019-07-28 20:11:36,571365235126,fraud_Upton PLC,entertainment,63.0,Barbara,Taylor,F,0069 Robin Brooks Apt. 695,Elberta,MI,49628,44.5995,-86.2141,372,"Exhibitions officer, museum/gallery",1995-07-12,a2066650ef5f2247345d29dc82ad730a,1343506296.0,45.173406,-86.821463,0.0
108277,2019-03-03 13:22:16,4764202053279782,fraud_Simonis-Prohaska,misc_pos,7.08,Derek,Jones,M,198 Candace Plaza,Diamond,OH,44412,41.0935,-81.0425,2644,Air cabin crew,1981-01-06,fd2f879fe2dda6f089f1b5a2a4727c64,1330780936.0,40.292899,-80.656532,0.0
239491,2019-04-29 21:35:39,2227671554547514,fraud_O'Hara-Wilderman,food_dining,90.68,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,a3956edbeaa7aa3e5d821925b5b20675,1335735339.0,27.02173,-82.62832900000001,0.0
80958,2019-02-17 18:18:51,4158945090781624,fraud_Lemke-Gutmann,shopping_net,6.84,Justin,Bell,M,5323 Walker Island,Pittsburgh,PA,15217,40.4308,-79.9205,687276,"Scientist, marine",1973-10-19,fb0d67acbdd3e12c9c27a0a320557ef8,1329502731.0,41.244211,-80.62928000000001,0.0
474246,2019-07-27 21:16:57,3523843138706408,"fraud_Roberts, Ryan and Smith",personal_care,1.32,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,506bbfb54ea6cf779beaf38980afd0e1,1343423817.0,33.086166,-87.153358,0.0
341169,2019-06-10 02:06:55,4681601008538160,fraud_Wiza LLC,misc_pos,138.55,Tammy,Davis,F,77663 Colleen Freeway,Moundsville,WV,26041,39.9148,-80.73100000000001,16183,Physiotherapist,1977-08-12,8f3b8121efc24cf27f68ad9af87ff95e,1339294015.0,40.081471,-80.299133,0.0
329972,2019-06-06 12:51:03,376262134119629,fraud_Pollich LLC,home,100.47,Christopher,Carr,M,62931 Ralph Court,Lakeland,FL,33813,27.9611,-81.9398,237282,"Radiographer, therapeutic",1961-09-28,c350f59d7040aa5b978a094fe7b53bc2,1338987063.0,27.416211,-81.64534,0.0
132074,2019-03-13 23:20:22,3590736522064285,"fraud_Douglas, Schneider and Turner",shopping_pos,75.87,Kimberly,Gonzalez,F,72966 Shannon Pass Apt. 391,Bauxite,AR,72011,34.5091,-92.4828,4074,"Scientist, audiological",1975-12-20,5ad609c950ea31e7f1df93af632fded5,1331680822.0,33.690098,-93.414165,0.0
61309,2019-02-05 16:10:32,3572976568630035,fraud_Bahringer-Streich,food_dining,36.36,William,Lopez,M,785 Kevin Walk Suite 237,Brainard,NE,68626,41.1832,-96.9882,614,Associate Professor,1967-06-20,ab1d9d7a3619210a68461baaa44ab2ac,1328458232.0,41.212992,-97.164853,0.0
51220,2019-01-30 22:40:09,30234966027947,fraud_Eichmann-Kilback,home,119.68,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,eada263e5a8ab4e31fbea8d3a9ac8e26,1327963209.0,43.701761,-87.73863399999999,0.0
204636,2019-04-14 21:37:17,377234009633447,fraud_Abernathy and Sons,food_dining,12.76,Theresa,Blackwell,F,43576 Kristina Islands,Shenandoah Junction,WV,25442,39.3716,-77.8229,1925,Systems developer,1966-02-14,9cf26090f3783b35069a4999f1c9c878,1334439437.0,39.129556,-77.457505,0.0
247400,2019-05-04 08:40:14,30434173205605,fraud_Conroy-Cruickshank,gas_transport,45.19,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,02900b2958313ff5755df83805800d39,1336120814.0,44.998857,-123.408163,0.0
158598,2019-03-25 10:41:55,375082648741747,fraud_Kerluke Inc,misc_net,159.86,Shannon,Bell,F,2918 David Spurs,Georgetown,MN,56546,47.0999,-96.727,346,"Research officer, trade union",1976-12-14,baf4a56aefd33e93b256da24cbe4beb6,1332672115.0,47.761797,-96.154788,0.0
278443,2019-05-18 02:01:25,2235613922823698,fraud_Kilback LLC,grocery_pos,109.83,Melissa,Mcclure,F,2027 Snyder Track,Manville,WY,82227,42.73,-104.7024,241,Educational psychologist,1980-12-16,c7a983df06f374410846cc4783de179b,1337306485.0,42.449021,-105.526942,0.0
241705,2019-05-01 05:41:28,4302480582202074,fraud_Huels-Nolan,gas_transport,83.34,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,e894c8c1baf45a6f6a802f4e8a9772a6,1335850888.0,43.202671,-86.417211,0.0
138014,2019-03-16 20:08:35,342952484382519,fraud_Homenick LLC,personal_care,71.41,Kayla,Jones,F,6033 Young Track Suite 804,East Canaan,CT,6024,42.0158,-73.2913,647,Comptroller,1987-09-26,a6fd240401b0074777251ac1970bcb1b,1331928515.0,41.886798,-72.86369,0.0
74157,2019-02-12 23:01:38,4204237326785494,"fraud_Yost, Block and Koepp",misc_pos,8.37,Mary,Golden,F,4407 Lisa Course,West Frankfort,IL,62896,37.8979,-88.9307,12626,Trading standards officer,1996-01-10,803c81b59c02bf63981b6fd1814b3e55,1329087698.0,37.526133,-88.543347,1.0
99657,2019-02-28 09:06:36,3545109339866548,fraud_Koss and Sons,gas_transport,54.85,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,f22227f2cb205d2d1d65a48f71be3f56,1330419996.0,32.544313,-90.269906,0.0
439975,2019-07-15 04:33:58,3534330126107879,fraud_Cartwright-Harris,grocery_pos,87.63,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,0d797097defb4ba9515fe0a6ff76e27d,1342326838.0,44.97762,-109.476095,0.0
448157,2019-07-18 13:37:03,6502195877055606,"fraud_Turner, Ziemann and Lehner",food_dining,64.33,Nathan,Byrd,M,155 Gregory Mount Suite 791,Red Cliff,CO,81649,39.4584,-106.3851,277,Human resources officer,1985-04-03,e5b25ab9f167cc44eabc19fc6b2d51d8,1342618623.0,40.223524,-106.068006,0.0
158319,2019-03-25 07:36:40,180067151859700,fraud_Kuhn LLC,misc_net,22.58,Karen,Ryan,F,82468 Michelle Village Suite 556,Joliet,IL,60432,41.5378,-88.0572,128354,"Teacher, secondary school",1992-01-20,162462f1740d211ca5f4ed739ea79802,1332661000.0,42.431756,-88.390939,0.0
132327,2019-03-14 03:16:48,372382441451095,fraud_Harber Inc,gas_transport,42.08,Brent,Terrell,M,502 Rice Plaza Apt. 979,Port Ewen,NY,12466,41.8948,-73.9767,2471,Heritage manager,1966-01-21,e9dbbeba818b21ddc90b2145d51fd51c,1331695008.0,41.953954,-74.355376,0.0
1061,2019-01-01 13:11:08,4294930380592,fraud_Mosciski Group,travel,4.92,Misty,Rivera,F,1980 Vasquez Manors Apt. 574,Catawba,VA,24070,37.3696,-80.1284,1363,Equality and diversity officer,1940-08-23,f2a7e43fd31a05e3f450fba3de782ba8,1325423468.0,38.174527000000005,-81.005397,0.0
452791,2019-07-20 10:26:09,4239552724014407,fraud_Reynolds-Schinner,misc_pos,1.85,Carl,Hernandez,M,9134 Darryl Flat Suite 916,Paulding,OH,45879,41.141000000000005,-84.5722,6284,Secondary school teacher,1936-03-27,7a2f60fd9b286c8a3437dc8020d50099,1342779969.0,41.047854,-83.904939,0.0
200381,2019-04-13 12:26:16,213120463918358,"fraud_Lesch, D'Amore and Brown",food_dining,111.03,Willie,Jordan,M,529 West Key,Spearsville,LA,71277,32.955,-92.587,1758,"Psychologist, forensic",1957-08-08,30f387e0913135722a25b3e58dbe5083,1334319976.0,33.130520000000004,-91.865233,0.0
102301,2019-02-28 23:06:20,502049568400,fraud_Thompson-Gleason,health_fitness,43.99,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,64c83598b2133fee17e180f6d007e4a4,1330556780.0,41.246775,-73.11335,0.0
473278,2019-07-27 15:33:17,3518234918950662,"fraud_Hagenes, Hermann and Stroman",travel,3.43,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,c864c8229a4ac86ef05f97832e0b28b1,1343403197.0,32.71543,-97.318591,0.0
353725,2019-06-15 02:51:37,2657850734909997,fraud_Jaskolski-Vandervort,misc_net,150.76,Alan,Howard,M,04139 Johnson Prairie Suite 401,Detroit,MI,48206,42.3749,-83.1087,673342,Trading standards officer,1946-11-01,1d2d2094fac3d3db7a32c75c612a558f,1339728697.0,42.652692,-83.18417600000001,0.0
57603,2019-02-04 01:18:45,6011438889172900,"fraud_Jones, Sawayn and Romaguera",misc_net,27.7,Allison,Allen,F,40624 Rebecca Spurs,De Witt,AR,72042,34.2853,-91.3336,5161,Electrical engineer,1993-04-08,e9a26a41713a29c3eb2a406416c0a983,1328318325.0,33.450871,-91.889951,0.0
69344,2019-02-10 21:51:23,345389171551808,fraud_Weimann-Lockman,kids_pets,117.6,Justin,Fowler,M,5569 Phillips Neck Apt. 003,Coffeeville,MS,38922,33.9215,-89.6782,3451,Financial trader,1984-05-19,8872643471b122b03930603c875af5bb,1328910683.0,33.318756,-89.014072,0.0
160921,2019-03-26 06:53:24,4294040533480516,fraud_Mraz-Herzog,gas_transport,40.07,Gail,Weaver,F,979 Stewart Lake,New Ellenton,SC,29809,33.413000000000004,-81.69,2206,Biomedical scientist,1986-12-31,7db8e47cc04a4bbe683e15f3cafad545,1332744804.0,33.504717,-82.146062,0.0
6778,2019-01-05 11:31:23,30328384440870,fraud_Padberg-Welch,grocery_pos,367.29,Helen,Campbell,F,182 Sergio Summit Apt. 129,Browning,MO,64630,40.029,-93.1607,602,Cytogeneticist,1954-07-14,5fbe827807ec9f557f6242bb48db0e51,1325763083.0,39.167065,-93.705245,1.0
488877,2019-08-01 23:47:22,4973530368125489546,"fraud_Streich, Rolfson and Wilderman",kids_pets,70.07,Mary,Rodriguez,F,8986 Fitzgerald Plains,Winslow,AR,72959,35.8312,-94.1187,2786,Musician,1965-09-27,a9854c097c9e485e313646df339a4a81,1343864842.0,35.592933,-93.463293,0.0
232835,2019-04-27 18:33:38,30501624614310,fraud_Dickinson Ltd,misc_pos,2.52,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,321975c6a7eaacb13e18291b67298b47,1335551618.0,32.247839,-80.44398699999999,0.0
117244,2019-03-07 14:13:10,3523898249167098,fraud_Mohr Inc,shopping_pos,143.01,Joshua,Carpenter,M,04975 Allison Shoal,Bronx,NY,10463,40.8798,-73.9067,1382480,"Therapist, drama",1990-11-09,c8f4c0d18a124e837b73e5d1d4b4405e,1331129590.0,41.741881,-74.17414699999999,0.0
348232,2019-06-12 19:50:42,4586260469584,"fraud_Lowe, Dietrich and Erdman",kids_pets,43.26,Melody,Thompson,F,0362 Anderson Wall,Mound City,MO,64470,40.1362,-95.2138,1631,Architect,1953-01-20,810ebb7a2b36371e37f7b980001a209b,1339530642.0,40.797651,-94.311412,0.0
441703,2019-07-15 16:09:42,3517814635263522,fraud_White and Sons,home,13.66,William,Cannon,M,43809 Kenneth Circles Suite 152,Union,WV,24983,37.5802,-80.5248,2443,Chartered public finance accountant,1941-10-16,2b43514e6669a8d84f60ca1484338812,1342368582.0,37.368766,-81.081982,0.0
321356,2019-06-03 00:42:17,4147608975828480,"fraud_Willms, Kris and Bergnaum",shopping_pos,1.97,Edward,Tapia,M,354 Gutierrez Gateway,Comfrey,MN,56019,44.1111,-94.9134,914,Health and safety adviser,1944-07-26,93ae554ef92a7ea32c86f061e1887a82,1338684137.0,44.499406,-94.193467,0.0
499591,2019-08-05 06:44:56,6596735789587928,fraud_Herman Inc,misc_pos,1.59,Spencer,Williams,M,1145 Tony Drive Suite 080,Watertown,MN,55388,44.9595,-93.8482,5619,Licensed conveyancer,1959-01-15,c5d9f1a362094031828ab715f5b28620,1344149096.0,44.570556,-94.275007,0.0
471226,2019-07-26 22:12:14,36192615525683,"fraud_Weimann, Kuhic and Beahan",shopping_pos,16.5,Susan,Garcia,F,582 Rodriguez Wells,Albuquerque,NM,87109,35.1506,-106.569,641349,Civil Service administrator,1976-04-11,79e10f4cf5ae274ec30e5d9a15861ea8,1343340734.0,34.88815,-106.568516,0.0
285905,2019-05-20 16:29:35,4745996322265,fraud_Little-Gleichner,travel,8.32,Carrie,Washington,F,6114 Adams Harbor Suite 096,Kingsford Heights,IN,46346,41.4802,-86.6919,1423,"Psychologist, forensic",1998-10-07,3f87c6b287ca99e3afd578bdb9f22129,1337531375.0,41.262231,-86.522624,0.0
326134,2019-06-04 16:08:57,503874407318,fraud_Padberg-Sauer,home,6.56,Andrew,Mcgee,M,4130 Tiffany Glen Apt. 562,San Antonio,TX,78248,29.5894,-98.5201,1595797,Exhibition designer,1975-12-28,7290b93fd4d46f540e094b63ccaeab41,1338826137.0,30.415702000000003,-99.463672,0.0
2411,2019-01-01 23:58:43,3521815216091574,fraud_Barton LLC,kids_pets,48.66,Wayne,Marsh,M,172 Leonard Island,Dumont,CO,80436,39.7532,-105.6356,565,Mental health nurse,1978-08-27,a4efb0c8ab340b831071f78166b8f15a,1325462323.0,40.647764,-106.143376,0.0
64924,2019-02-08 05:41:11,2720894374956739,"fraud_Fadel, Mertz and Rippin",entertainment,32.76,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,70d27a54365a61961e66987aa4736bde,1328679671.0,43.004504,-81.978468,0.0
12945,2019-01-08 11:04:04,2269768987945882,fraud_Kuhn LLC,shopping_pos,150.27,Shannon,Patterson,F,9808 Ellis Bypass,Mount Morris,NY,14510,42.6835,-77.8664,4895,Acupuncturist,1958-10-29,8f116d619aafe8cbc69d444aff9de7e4,1326020644.0,41.768814,-77.05536,0.0
37320,2019-01-22 15:25:23,2264937662466770,fraud_Lemke and Sons,travel,4.94,Juan,Sherman,M,5939 Garcia Forges Suite 297,San Antonio,TX,78214,29.3641,-98.4924,1595797,Land,1995-10-17,e396c37f2d6194f480f29f594b2f8ef0,1327245923.0,29.762419,-97.758124,0.0
181055,2019-04-04 20:00:35,4210078554961359092,"fraud_McDermott, Osinski and Morar",home,5.75,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,ccb1f87b29472b17affc87122b5e1b72,1333569635.0,43.77275,-121.821646,0.0
224551,2019-04-23 11:34:50,4311368326621416041,"fraud_Rippin, Kub and Mann",misc_net,3.02,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,6b14d8b6e01ebedbae09b4329e02e0ae,1335180890.0,40.664239,-103.479153,0.0
101401,2019-02-28 13:38:21,4048508450704760,fraud_Rempel Inc,shopping_net,39.54,Cheryl,Melton,F,5053 Bell Crescent Apt. 255,Fullerton,NE,68638,41.36600000000001,-98.0054,1749,"Surveyor, mining",1973-05-07,de9bcab2633bac76ed62a561521dd31c,1330522701.0,40.793106,-97.112514,0.0
405018,2019-07-02 17:28:00,6011860238257910,fraud_Champlin-Casper,home,23.13,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,2cd551c21cd9447185be820c70e0e981,1341250080.0,36.317784,-97.385286,0.0
43537,2019-01-27 01:21:42,639023984367,fraud_Ledner-Pfannerstill,gas_transport,54.17,Destiny,Lowe,F,79472 Stevens Trace Apt. 120,Hannawa Falls,NY,13647,44.6087,-74.9732,69,Chief Executive Officer,1991-06-05,0024b5cfcd822c6b45c781b248f4b2aa,1327627302.0,43.629447,-75.326702,0.0
29416,2019-01-18 11:08:13,345832460465610,fraud_Schmeler Inc,misc_pos,4.48,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,1982955270a5d796b231ac2117fd0040,1326884893.0,37.944076,-77.19823000000001,0.0
194956,2019-04-10 17:47:02,6538441737335434,"fraud_Cormier, Stracke and Thiel",entertainment,102.33,Gina,Grimes,F,444 Robert Mews,Clarks Mills,PA,16114,41.3851,-80.1752,606,Energy manager,1997-09-22,e8fedcae667be4c846b041c453224c71,1334080022.0,42.359151,-79.263722,0.0
435254,2019-07-13 22:04:24,370877495212014,fraud_Marvin-Lind,personal_care,34.68,Sarah,Clark,F,25961 Beverly Union Apt. 042,North Wilkesboro,NC,28659,36.2017,-81.1286,21134,Dispensing optician,1984-03-06,8230d9b5d8e18d35f90076e93fa7ced1,1342217064.0,36.164758,-80.614127,0.0
207876,2019-04-15 22:48:18,30561214688470,fraud_Kilback LLC,food_dining,15.46,Gina,Morrison,F,41851 Victor Drives Suite 219,Allentown,PA,18103,40.5891,-75.4645,166081,"Scientist, research (maths)",1998-10-01,09c5c6e5f5d534d742c41dfada857414,1334530098.0,40.956816,-76.241063,0.0
293147,2019-05-24 13:06:13,573860193545,fraud_Dickinson Ltd,misc_pos,10.73,Cristian,Jones,M,0423 Kirby Field Suite 623,Wilmette,IL,60091,42.0765,-87.7246,27020,Trade mark attorney,1986-07-23,d1418e0dd20cc6713d4042fc8a57474c,1337864773.0,43.046176,-86.807851,0.0
347713,2019-06-12 14:55:33,3518234918950662,fraud_Schmeler-Howe,personal_care,140.45,Barbara,Lowe,F,67210 Lori Creek,Sherman,TX,75092,33.6372,-96.6184,46563,Systems developer,1970-09-11,09c89b44953cae02590d2f43106a0121,1339512933.0,32.68423,-97.177332,0.0
248129,2019-05-04 15:38:38,36721445180895,"fraud_Weber, Thiel and Hammes",kids_pets,2.47,Cesar,Smith,M,901 Ariel Points,Jefferson,NY,12093,42.4999,-74.6117,1666,Diagnostic radiographer,1968-07-01,caad52a19646a63773573c66ff96d050,1336145918.0,42.003441,-75.180173,0.0
128027,2019-03-11 17:18:18,4670613943676271,"fraud_Hahn, Douglas and Schowalter",travel,9.58,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,4e5620411165754290dd02d1fee0a3ec,1331486298.0,31.640939000000003,-83.899272,0.0
12022,2019-01-07 23:17:45,30263540414123,fraud_Botsford PLC,home,47.97,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,a86656ac70677670db8252bb7e8f68c7,1325978265.0,38.521596,-113.36444,0.0
394564,2019-06-29 15:28:02,4302480582202074,fraud_Welch Inc,misc_net,7.04,David,Rodriguez,M,821 Solis Points,Muskegon,MI,49440,43.2326,-86.2492,128715,Historic buildings inspector/conservation officer,1995-05-25,614842aad826a49844e21176e8c0664d,1340983682.0,44.080114,-86.56855999999999,0.0
463292,2019-07-23 07:33:17,6011382886333463,"fraud_Greenholt, Jacobi and Gleason",gas_transport,53.94,Martin,Duarte,M,6251 Payne Flats Apt. 581,Luzerne,MI,48636,44.6001,-84.2931,864,General practice doctor,1942-05-04,77fdfb46bc237b574a790340054de292,1343028797.0,44.944462,-84.032158,0.0
445152,2019-07-17 01:27:06,4450831335606294,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,73.79,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,9f38548d0cd531e9c29c6300cc2a3ec7,1342488426.0,34.629492,-95.880312,0.0
215220,2019-04-20 03:20:56,343464013864032,"fraud_Parker, Nolan and Trantow",entertainment,26.34,Jodi,Foster,F,551 Zachary Freeway,Bailey,NC,27807,35.8072,-78.0892,6629,Call centre manager,1962-08-13,9cd372cb776af89c7351152bef8894ef,1334892056.0,35.166515000000004,-78.815391,0.0
